Sample	Sex	PCW	RIN	ReadLength	PC1	PC2	PC3	PEER1	PEER2	PEER3	PEER4	PEER5	PEER6	PEER7	PEER8	PEER9	PEER10
11875	Male	19	5.699999809265137	2x76bp	0.04343570023775101	0.03400859981775284	-0.06135400012135506	-0.01600758731365204	0.0015341296093538404	-0.005689275451004505	-0.04507879912853241	-0.0017124508740380406	-0.013133259490132332	0.018279632553458214	0.07578645646572113	-0.03174424543976784	0.04739043116569519
12107	Male	19	8.199999809265137	2x76bp	0.05450940132141113	0.03268140181899071	0.0133646996691823	-0.01604009047150612	0.0015153855783864856	-0.002805546624585986	-0.01914101652801037	-0.0017125614685937762	-0.019695350900292397	-0.03482678160071373	0.11428216099739075	0.04961065575480461	-0.016458554193377495
12546	Male	19	6.099999904632568	2x76bp	0.05390860140323639	0.019370699301362038	-0.0022802799940109253	-0.01587408035993576	0.0016048011602833867	-0.005150840152055025	-0.01307423785328865	-0.0017763489158824086	-0.024334043264389038	0.013584810309112072	0.07417155802249908	-0.07884294539690018	-0.011649580672383308
12993	Male	19	8.5	2x76bp	0.055990200489759445	0.03559330105781555	0.013001400046050549	-0.016102885827422142	0.0015130708925426006	-0.002797202905640006	-0.028286686167120934	-0.0017000447260215878	-0.02253633923828602	-0.003982030786573887	0.06349219381809235	0.015064097009599209	0.016015205532312393
13142	Male	19	7.800000190734863	2x76bp	-0.1940300017595291	0.03865030035376549	0.03960670158267021	-0.01610463485121727	0.0013321650912985206	-0.0033783339895308018	-0.009433217346668243	-0.001724940026178956	-0.019258487969636917	-0.0166361965239048	0.13296206295490265	0.0514909066259861	-0.020302610471844673
15329	Male	12	7.599999904632568	2x76bp	-0.08880569785833359	-0.03396429866552353	-0.03626079857349396	-0.016469698399305344	0.0010043955408036709	-0.0017464525299146771	-0.04536042362451553	-0.0016213160706683993	0.010520843788981438	0.0050312066450715065	-0.11039024591445923	-0.05811427906155586	0.0017282534390687943
15468	Male	12	8.800000190734863	2x125bp	0.053727999329566956	0.03429780155420303	0.02505349926650524	-0.01646304503083229	9.696048800833523e-4	0.0012048855423927307	-0.007077467627823353	-0.0016683459980413318	0.009014040231704712	-5.780793726444244e-4	-0.059695784002542496	0.028979727998375893	0.052316393703222275
15655	Male	13	7.199999809265137	2x125bp	0.05575770139694214	0.025137100368738174	0.008732570335268974	-0.016446858644485474	9.07113600987941e-4	-0.0013765695039182901	0.06389587372541428	-0.0016420144820585847	-0.0026221349835395813	-0.00886906124651432	-0.10927045345306396	0.006743432488292456	0.048875223845243454
16117	Male	12	8.300000190734863	2x76bp	-0.20437300205230713	0.04079660028219223	0.06416989862918854	-0.016524888575077057	0.0010088514536619186	5.425322451628745e-4	-0.06939360499382019	-0.0016300578135997057	-0.0018168463138863444	-0.01730647124350071	-0.019643409177660942	0.033628713339567184	-0.014882106333971024
16428	Male	14	5.5	2x100bp	-0.16603900492191315	-0.0228349007666111	0.09162180125713348	-0.01573929935693741	0.001500468235462904	-0.001835040980949998	-0.08334092795848846	-0.0018990837270393968	0.03303945064544678	0.06886616349220276	-0.030046464875340462	0.08627433329820633	-0.146846741437912
16483	Male	13	8.600000381469727	2x125bp	0.05723090097308159	0.0278926994651556	0.021825099363923073	-0.016504228115081787	9.707734570838511e-4	-4.083189560333267e-5	-0.05582991987466812	-0.0016424483619630337	0.00774399284273386	0.009570163674652576	0.029576344415545464	0.02957727387547493	-0.04581986367702484
16488	Male	14	8.100000381469727	2x125bp	0.05479490011930466	0.0468796007335186	0.006338099949061871	-0.016274798661470413	0.0015276746125891805	0.006097202654927969	-0.01729571260511875	-0.001681782305240631	-0.004343423061072826	-0.030377423390746117	-0.02904237061738968	-0.06449773907661438	-0.0074455998837947845
16640	Male	14	4	2x125bp	-0.037518300116062164	0.020556600764393806	-0.10709399729967117	-0.01642347313463688	0.001031518098898232	7.299797143787146e-4	0.05385689064860344	-0.0016570144798606634	-0.004094867967069149	-8.876945357769728e-4	-0.0031349516939371824	0.05094873160123825	-0.002769595943391323
16649	Male	13	6.099999904632568	2x125bp	0.05631659924983978	0.039947401732206345	0.025225700810551643	-0.01640254259109497	9.370891493745148e-4	0.0013556061312556267	0.02985735796391964	-0.0017013769829645753	7.155202329158783e-4	-0.004015292972326279	0.04223627224564552	0.009280655533075333	0.014366581104695797
16810	Male	17	6.300000190734863	2x100bp	0.05517689883708954	0.03760119900107384	0.014272999949753284	-0.015720099210739136	0.0015420200070366263	-0.0042952741496264935	-0.04359519109129906	-0.001898381276987493	-0.005679009947925806	0.007364347577095032	-0.09813933074474335	0.13974715769290924	0.04160509258508682
16826	Male	16	2	2x100bp	0.05459259822964668	0.04344649985432625	0.02406499907374382	-0.01588231697678566	0.0016604817938059568	-0.00126610544975847	-0.06676746159791946	-0.0018007276812568307	0.005111088976264	0.018412597477436066	-0.061828579753637314	-0.013703570701181889	0.14008598029613495
16859	Male	12	6	2x76bp	-0.22523100674152374	0.04092000052332878	0.012606799602508545	-0.016482748091220856	0.0010630489559844136	-5.558485863730311e-4	-0.025359949097037315	-0.0016168594593182206	0.011206312105059624	-0.013307779096066952	-0.03982611373066902	0.012745729647576809	-0.0731123685836792
16929	Male	14	9	2x100bp	-0.20909200608730316	0.019447600468993187	0.05067230015993118	-0.01592269353568554	0.001301577198319137	-0.0023989048786461353	-0.10989424586296082	-0.0018556932918727398	0.0075820391066372395	-0.0019466802477836609	-0.12629055976867676	0.03323128819465637	-0.0265972837805748
17013	Male	13	6	2x125bp	0.05474250018596649	0.03880869969725609	0.021449999883770943	-0.016177957877516747	0.0015970229869708419	2.427182625979185e-4	0.050207607448101044	-0.0016555942129343748	0.02784632332623005	0.008291536010801792	0.03996177762746811	0.05506995692849159	0.08567973971366882
17049	Male	12	8	2x125bp	0.05411649867892265	0.03040979988873005	0.028212400153279305	-0.0161877628415823	0.0016267074970528483	-6.280438392423093e-4	0.05516108497977257	-0.001620132359676063	0.013418585993349552	0.01568813994526863	-0.07461345940828323	0.03646474704146385	0.06992312520742416
17053	Male	14	2.0999999046325684	2x100bp	0.055636100471019745	0.040963899344205856	0.001779860001988709	-0.015807250514626503	0.0015305201523005962	-7.069652201607823e-4	-0.06887108087539673	-0.0018560417229309678	0.025949900969862938	0.015180286020040512	0.009627032093703747	-0.07961541414260864	0.0919041633605957
17054	Male	15	9.100000381469727	2x125bp	0.054816801100969315	0.04456980153918266	0.005880139768123627	-0.016099710017442703	0.0015604249201714993	0.0019395904382690787	0.0334746353328228	-0.0017244515474885702	0.0033490401692688465	0.04858396202325821	-0.00914015993475914	0.007347382605075836	-0.012394345365464687
17071	Male	14	3.9000000953674316	2x100bp	0.0569491982460022	0.049136798828840256	0.028387099504470825	-0.015904735773801804	0.001582344644702971	5.468150484375656e-4	-0.07657956331968307	-0.0018307061400264502	0.020957110449671745	-0.009737078100442886	-0.054930802434682846	0.03863274306058884	0.06217935308814049
17072	Male	15	7	2x125bp	0.055146899074316025	0.039344899356365204	0.010631400160491467	-0.015772473067045212	0.0015560545725747943	-0.001122490270063281	0.06606366485357285	-0.001850344706326723	-4.897087928839028e-4	-0.01677144691348076	-0.01859833113849163	-0.03978518396615982	-0.050050292164087296
17087	Male	13	7.800000190734863	2x125bp	0.02506989985704422	-0.21538999676704407	-2.8357599512673914e-4	-0.01589486002922058	0.0011630116496235132	-0.0022969325073063374	0.039930783212184906	-0.0018586941296234727	-0.008922557346522808	-0.01768270879983902	0.00642496207728982	0.0037838611751794815	-0.03299605846405029
17115	Male	15	7.5	2x125bp	0.05594630166888237	0.038451798260211945	0.02386620081961155	-0.016030186787247658	8.26955190859735e-4	-0.0027650357224047184	0.07419613003730774	-0.0018315252382308245	-0.023132801055908203	-0.05151534453034401	0.042635343968868256	0.08452842384576797	-0.01519220881164074
17162	Male	17	9	2x76bp	-0.1837480068206787	0.039044298231601715	0.0568230003118515	-0.015811488032341003	0.0015863843727856874	-0.0032225658651441336	9.382762364111841e-4	-0.0018410342745482922	-0.022662973031401634	-0.029139436781406403	0.03141428902745247	0.05518396571278572	-0.04307936877012253
17167	Male	13	4.300000190734863	2x125bp	0.0299018993973732	-0.2047249972820282	0.017357999458909035	-0.016000520437955856	9.236017358489335e-4	-4.42197808297351e-4	-0.031141433864831924	-0.0018795689102262259	0.005823355168104172	-0.00921389926224947	0.12813244760036469	0.0671897605061531	0.06776401400566101
17175	Male	15	3.4000000953674316	2x125bp	0.013202699832618237	-0.34016698598861694	0.031222999095916748	-0.015835991129279137	0.0015649172710254788	0.0017960811965167522	0.02724020928144455	-0.0018423693254590034	-0.014925237745046616	0.0025572467129677534	0.019185470417141914	-0.0933467373251915	0.04438675940036774
17193	Male	13	9	2x76bp	0.008794819936156273	-0.35460400581359863	-0.0015820000553503633	-0.01625274494290352	0.0016110535943880677	-0.0020119925029575825	0.026899008080363274	-0.0015981290489435196	0.005129080265760422	-0.0038108418229967356	0.07024095952510834	0.0821523368358612	-0.03183267265558243
17264	Male	17	8.399999618530273	2x76bp	0.05444910004734993	0.03708299994468689	0.014926400035619736	-0.016326919198036194	0.0015580495819449425	0.00392926624044776	-0.018548840656876564	-0.001634006155654788	-0.009914333000779152	-0.030183980241417885	0.10264479368925095	0.026351967826485634	-0.04372384399175644
17333	Male	17	5.599999904632568	2x125bp	0.05462909862399101	0.033578500151634216	-0.011646799743175507	-0.016165662556886673	0.001671236357651651	-0.0011188221396878362	0.05347049608826637	-0.0016278442926704884	0.007303111255168915	0.01215872447937727	-0.02929280884563923	0.010951205156743526	0.12494951486587524
17369	Male	15	7	2x125bp	0.05385430157184601	0.03737200051546097	0.014721499755978584	-0.01581749878823757	0.0015903004677966237	4.71557053970173e-4	0.043959688395261765	-0.001851374632678926	-0.013109599240124226	-0.021168861538171768	-0.02293768897652626	-0.024113329127430916	-0.015421713702380657
17372	Male	13	9	2x76bp	-0.09905499964952469	-0.032221801578998566	-0.6005849838256836	-0.016549034044146538	8.664944325573742e-4	-1.8485051987227052e-4	-0.03743363171815872	-0.001643626717850566	-0.0046030329540371895	-0.014817077666521072	0.04438012093305588	0.05277957394719124	-0.01818445324897766
17475	Male	13	5.5	2x125bp	0.0409511998295784	-0.09162019938230515	0.008898939937353134	-0.016274072229862213	8.781247306615114e-4	-0.0016476077726110816	0.05109667405486107	-0.00176893244497478	-8.420847007073462e-4	0.05910413712263107	-0.03689039498567581	-0.04427187889814377	0.012376572005450726
17521	Male	12	9	2x76bp	0.019655000418424606	-0.2783850133419037	0.006338850129395723	-0.016518011689186096	8.941807900555432e-4	-0.0013878728495910764	-0.02120509371161461	-0.0016415941063314676	-0.002525909570977092	-0.004637709818780422	0.006860544439405203	0.004180755000561476	-0.03097676858305931
17629	Male	15	7.300000190734863	2x125bp	0.04977799952030182	0.007456630002707243	-0.02167229913175106	-0.01625874452292919	0.00161434942856431	0.0013835816644132137	0.06372895836830139	-0.001638768007978797	0.00473165325820446	0.0021973690018057823	-0.03909698501229286	0.05916981026530266	0.06523989886045456
17671	Male	16	5.699999809265137	2x125bp	0.014464099891483784	-0.07190749794244766	0.04523039981722832	-0.01617594249546528	0.0015698630595579743	0.002335752360522747	0.04593051224946976	-0.0016718945698812604	-2.6861828519031405e-4	0.004815635737031698	0.009136820212006569	0.028174106031656265	0.07844151556491852
17701	Male	13	7.599999904632568	2x125bp	0.05547890067100525	0.04014889895915985	0.02668369933962822	-0.01598125696182251	9.081207099370658e-4	-0.001890216488391161	0.034931447356939316	-0.0018954741535708308	-0.02984118089079857	-0.021978896111249924	-0.1093224510550499	0.029907356947660446	-0.0763799175620079
17754	Male	13	10	2x76bp	-0.17220500111579895	0.03510250151157379	0.07413090020418167	-0.01599372923374176	0.0016594353364780545	-0.0017239872831851244	0.08933291584253311	-0.0016703729052096605	0.013270510360598564	-0.05955657362937927	0.16316942870616913	-0.013695448637008667	-0.19508838653564453
17922	Male	15	4.300000190734863	2x125bp	0.05736999958753586	0.045603200793266296	0.029137099161744118	-0.016191910952329636	0.0017224126495420933	0.003760078689083457	0.08596926927566528	-0.0016701072454452515	-0.0010844484204426408	-0.0037826169282197952	-0.06583797931671143	-0.04692362621426582	0.052824702113866806
17932	Male	12	4.199999809265137	2x76bp	0.05451900139451027	0.03919190168380737	-0.004022359848022461	-0.016464177519083023	8.547024917788804e-4	-0.003378330497071147	-0.024003954604268074	-0.0016304092714563012	0.007637286093086004	-0.004772624000906944	0.022987399250268936	0.05975458025932312	0.01856425777077675
18055	Male	13	6.5	2x125bp	0.05679680034518242	0.029249999672174454	0.021359900012612343	-0.01624293439090252	9.322159457951784e-4	-0.002628086134791374	0.07001566886901855	-0.0017103261779993773	-0.011521517299115658	-0.022372033447027206	-0.07276540249586105	-0.033109355717897415	0.018143905326724052
