"Sample"	"Sex"	"PCW"	"RIN"	"ReadLength"	"PC1"	"PC2"	"PC3"	"PEER1"	"PEER2"	"PEER3"	"PEER4"	"PEER5"	"PEER6"	"PEER7"	"PEER8"	"PEER9"	"PEER10"
"11"	17081	"Female"	13	9.10000038146973	"125"	0.0574372000992298	0.0341552011668682	0.0121112000197172	-0.0158143322914839	0.00159414857625961	0.00358281098306179	-0.024086469784379	-0.0018762432737276	-0.00477244192734361	-0.037887416779995	-0.00195136945694685	-0.0284711979329586	-0.0874299705028534
"12"	17109	"Female"	13	9	"100"	0.0491545014083385	0.00700855022296309	-0.015743600204587	-0.0159197524189949	0.00154748617205769	-0.00111548509448767	-0.0829694345593452	-0.00180524180177599	0.0101203713566065	-0.00498516531661153	-0.0538700893521309	0.116860382258892	0.0108690755441785
"13"	17111	"Female"	12	8	"76"	0.0502327010035515	-0.0380439013242722	0.0235959999263287	-0.0165013950318098	0.000915574433747679	-0.00163604458793998	-0.0415780059993267	-0.00163383083418012	0.00270022382028401	-0.0116452816873789	-0.0503415651619434	-0.00367968319915235	0.0174638330936432
"14"	17130	"Female"	13	7.69999980926514	"125"	-0.0136781996116042	0.040582001209259	0.0305972993373871	-0.01622324436903	0.00134292931761593	0.00342633924447	0.0388727858662605	-0.00170172390062362	-0.00513087259605527	-0.0216920338571072	-0.0365601256489754	-0.0308906566351652	-0.0056325625628233
"15"	17160	"Female"	17	3.29999995231628	"125"	0.056743398308754	0.0351244993507862	0.0272966995835304	-0.0157543569803238	0.00151437206659466	0.000662546081002802	-0.0365881659090519	-0.00187976309098303	-0.0119067691266537	0.0324365980923176	-0.0437516197562218	0.0423619896173477	0.112678028643131
"16"	17221	"Female"	14	9.19999980926514	"76"	-0.227140992879868	0.0443089008331299	0.040855199098587	-0.0164496414363384	0.000975002069026232	0.00038714607944712	0.001153270364739	-0.00167935830540955	-0.0180194489657879	-0.0376263223588467	0.0544421635568142	-0.0248319674283266	-0.0666699633002281
"17"	17229	"Female"	16	4.69999980926514	"125"	0.054646298289299	0.0384394004940987	0.0260646995157003	-0.0162328649312258	0.00149526679888368	-0.000620360253378749	0.0215517189353704	-0.00164658098947257	0.0211324412375689	0.0140582267194986	-0.0252780690789223	0.00200135493651032	0.101704314351082
"18"	17486	"Female"	18	2.90000009536743	"76"	-0.215113997459412	0.0383468009531498	-0.0100868996232748	-0.016063679009676	0.00161303183995187	0.000422332697780803	0.0242937728762627	-0.00171994848642498	0.00309331947937608	0.0119679141789675	0.0534367822110653	-0.162332817912102	0.0395838804543018
"19"	17543	"Female"	13	2	"125"	0.0076849302276969	-0.143799006938934	-0.114882998168468	-0.0164032522588968	0.00085175281856209	0.000118891592137516	0.0924259349703789	-0.00168034271337092	-0.00823904667049646	-0.00317114382050931	-0.00299090705811977	0.0346449874341488	0.0678131729364395
"20"	17666	"Female"	13	8.60000038146973	"76"	-0.220183998346329	0.0456935986876488	-0.00130801997147501	-0.0159526858478785	0.000925648550037295	-0.00422901753336191	0.00522051658481359	-0.00189266656525433	-0.027446711435914	-0.0169360097497702	-0.0816634446382523	-0.0341524668037891	-0.150352135300636
"21"	17753	"Female"	12	7	"76"	-0.198519006371498	0.0578171983361244	0.0871722027659416	-0.0164203438907862	0.00118279410526156	-0.00186835345812142	-0.00736986380070448	-0.00163241312839091	0.010003705509007	-0.0128581989556551	-0.00403019832447171	-0.0163094401359558	-0.0607665814459324
"22"	17812	"Female"	14	8.60000038146973	"125"	-0.0170626994222403	0.0143015999346972	0.00790844019502401	-0.0161825064569712	0.0014107262250036	0.00152798765338957	0.0797102004289627	-0.00168501806911081	-9.74702270468697e-05	-0.0436340421438217	-0.00870548561215401	-0.0372992604970932	-0.0270358454436064
"23"	17835	"Female"	13	1.79999995231628	"125"	0.0553533993661404	0.0436402000486851	0.0256405994296074	-0.0163953434675932	0.000898921920452267	-0.0047499886713922	0.0492927208542824	-0.00167425372637808	0.00753869069740176	-0.0414487831294537	0.0213382821530104	-0.0729784518480301	0.0885989516973495
"24"	17921	"Female"	14	2.40000009536743	"100"	0.0558962002396584	0.045166801661253	0.000189040001714602	-0.0163529217243195	0.000894491618964821	0.00042875309009105	-0.123917445540428	-0.00174824253190309	0.0202591232955456	0.0228374842554331	0.0614463984966278	-0.0142323616892099	0.149504348635674
"25"	17923	"Female"	15	1.89999997615814	"125"	0.0564264990389347	0.0386633016169071	0.0144988996908069	-0.0160777680575848	0.00153447140473872	-0.000505273055750877	0.152976974844933	-0.00166548881679773	0.0069941496476531	0.00416674930602312	-0.00423757452517748	0.0139990616589785	0.0590784549713135
"26"	18015	"Female"	14	9.10000038146973	"76"	-0.20678399503231	0.0497247017920017	0.0406107008457184	-0.0163972210139036	0.0010399033781141	-7.5502714025788e-05	0.00601709680631757	-0.00167246046476066	-0.0087943384423852	-0.0111641101539135	0.000710315827745944	-0.0168359335511923	-0.0615376867353916
"27"	18139	"Female"	12	6	"76"	-0.0223274007439613	0.0194134991616011	0.0314978994429111	-0.0164804570376873	0.000892930547706783	-0.00213685096241534	-0.0439473837614059	-0.00164509611204267	0.000880573817994446	-0.00203892821446061	0.0151663711294532	-0.0486236177384853	0.00708870589733124
"28"	18241	"Female"	16	5.90000009536743	"125"	0.0555430017411709	0.0372749008238316	0.0324002988636494	-0.0161925684660673	0.00141285720746964	0.00474706385284662	0.011180005967617	-0.00171403493732214	-0.0184592623263597	0.00521930120885372	-0.0258329156786203	-0.0397972874343395	0.0724193975329399
"29"	18266	"Female"	16	5.40000009536743	"125"	0.0554266013205051	0.037354301661253	-0.00503807980567217	-0.0160738285630941	0.00161140505224466	-0.000866296293679625	0.101188398897648	-0.00167058873921633	-0.000112805908429436	0.0245279613882303	-0.0101835085079074	0.00284504424780607	0.0690072998404503
"30"	18282	"Female"	14	4.59999990463257	"125"	0.0529013983905315	0.0228665005415678	-0.0012264100369066	-0.016426544636488	0.000790278892964125	0.000196768873138353	0.0157049000263214	-0.0017212942475453	-0.00271883723326027	0.0208857972174883	0.061248492449522	0.00972302071750164	0.0835958272218704
"31"	18294	"Female"	17	8.30000019073486	"125"	0.0529498010873795	0.033550500869751	-0.00492824008688331	-0.0163591373711824	0.00130925327539444	0.00455935299396515	-0.0415530726313591	-0.00167803559452295	0.000978145282715559	-0.0172013882547617	0.0354403331875801	0.0813027769327164	0.0770221278071404
"32"	18349	"Female"	14	8	"125"	0.0265276990830898	-0.239089995622635	0.00641542999073863	-0.0162153691053391	0.0011831084266305	0.000593470060266554	0.0673622637987137	-0.00171777850482613	-0.00500554498285055	-0.00443683005869389	-0.0461092665791512	-0.041084311902523	-0.00531324464827776
"33"	18355	"Female"	14	4.59999990463257	"125"	-0.0661847963929176	0.0404265001416206	0.0311366003006697	-0.0163938887417316	0.000816311803646386	-0.000106292798591312	0.0775888487696648	-0.00171228998806328	-0.0075395479798317	0.00438250368461013	0.00399539805948734	-0.0147098572924733	0.0941256135702133
"34"	18372	"Female"	13	7.19999980926514	"125"	0.000486164004541934	0.0394724011421204	0.00577287981286645	-0.0162079576402903	0.0013250985648483	0.00264337635599077	0.102415807545185	-0.00172465667128563	0.00583117036148906	0.0369215905666351	0.0950159654021263	0.078058622777462	-0.0448194555938244
"35"	18559	"Female"	13	3.40000009536743	"125"	0.0530134998261929	0.0414923988282681	-0.000408480002079159	-0.0164517853409052	0.000825918454211205	-0.00102966569829732	-0.0270838178694248	-0.00168818398378789	0.00735324574634433	0.0107391206547618	-0.0283339824527502	-0.0419417358934879	0.156834825873375
"36"	18611	"Female"	12	6	"76"	0.0561195984482765	0.0337609015405178	0.011518900282681	-0.016499063000083	0.000959331810008734	-0.00288630905561149	-0.0127560198307037	-0.00161417492199689	-0.00043759259278886	-0.00631194235756993	-0.0553231835365295	-0.0195723604410887	-0.0206304602324963
"37"	18655	"Female"	13	8.39999961853027	"125"	-0.0113238003104925	-0.51434600353241	0.108690999448299	-0.0163294710218906	0.000907172739971429	-0.000318428210448474	-0.00398142356425524	-0.00175778323318809	-0.0156377460807562	0.0708805173635483	0.107058443129063	0.111650936305523	-0.232201337814331
"38"	18687	"Female"	14	8.30000019073486	"125"	0.0559896007180214	0.0287624001502991	0.00202901009470224	-0.0162572246044874	0.00109173369128257	0.00074972549919039	0.0640162602066994	-0.00173968600574881	-0.00518427928909659	0.0331787057220936	-0.00501963030546904	0.0270096510648727	-0.039516843855381
"39"	18694	"Female"	13	7.40000009536743	"125"	0.0547187998890877	0.0229864008724689	0.0274669006466866	-0.0164223350584507	0.000852764118462801	0.000612074509263039	0.00926248170435429	-0.00171522400341928	-0.00874599535018206	0.00773494783788919	-0.0122242784127593	-0.00172574154566973	0.0468190535902977
"40"	18983	"Female"	18	4.69999980926514	"125"	0.0544077008962631	0.0306687001138926	0.0210887007415295	-0.0164732243865728	0.00101174484007061	0.00159167207311839	-0.0155047811567783	-0.00165268522687256	0.00727404188364744	-0.00444306898862123	-4.54518012702465e-05	0.109964087605476	0.10778633505106
"41"	19031	"Female"	14	6.19999980926514	"76"	0.0553299002349377	0.0298250000923872	0.0148321995511651	-0.0163562726229429	0.000952450034674257	-0.00174752762541175	-0.0850585475564003	-0.00168456661049277	-0.00236621871590614	0.0164554584771395	-0.0249618627130985	-0.146677240729332	-0.00784041918814182
"42"	19043	"Female"	14	4.40000009536743	"125"	0.0535838007926941	0.0352840982377529	0.0059014200232923	-0.0163138713687658	0.00127185985911638	0.00504456134513021	0.0313564501702785	-0.00170072435867041	-0.00808070786297321	0.00520023703575134	0.0582328140735626	0.0224733203649521	0.0707904174923897
"43"	19052	"Female"	15	4.69999980926514	"125"	0.0564092993736267	0.0493980012834072	0.029355600476265	-0.0164200495928526	0.000914053583983332	0.00103758415207267	0.0947135612368584	-0.00169636565260589	-0.0191482584923506	0.00975026469677687	-0.136574029922485	-0.0717827379703522	0.0797339156270027
"44"	11396	"Female"	12	8.39999961853027	"76"	0.0446173995733261	0.0118279997259378	0.0307164993137121	-0.0160439498722553	0.00138213823083788	-0.000761189905460924	-0.0532366707921028	-0.00177327776327729	-0.0126190902665257	-0.0169541276991367	-0.00238313036970794	-0.0846457406878471	-0.11705257743597
"45"	11654	"Female"	13	8	"76"	0.0550331994891167	0.0308210998773575	0.0240221004933119	-0.0158656295388937	0.00172916182782501	-0.00323163624852896	-0.00680256169289351	-0.00174274761229753	-0.00153005088213831	0.00345911295153201	-0.0134909925982356	-0.0812891200184822	-0.101853772997856
"46"	11907	"Female"	16	9.30000019073486	"76"	0.0554011017084122	0.0419498011469841	0.0205764006823301	-0.0162984319031239	0.00159023865126073	-0.00248286686837673	0.0406813956797123	-0.00157378567382693	-0.010169604793191	-0.0216937083750963	0.00702667469158769	0.103724747896194	-0.0514208823442459
"47"	12116	"Female"	14	8.30000019073486	"76"	0.0263598002493382	-0.197703003883362	0.0490792989730835	-0.016360592097044	0.00165005447342992	-8.07588585303165e-05	-0.0508606843650341	-0.0015706482809037	-0.00651897443458438	0.000847226358018816	-0.00944715086370707	0.0118610914796591	-0.0125375706702471
"48"	12153	"Female"	14	8	"76"	-0.183428004384041	0.0487213991582394	0.117568999528885	-0.0163099728524685	0.00176956504583359	0.00207980838604271	-0.0490912012755871	-0.00158247479703277	-0.00043625058606267	-0.0155797963961959	0.0032228440977633	0.00401668949052691	-0.0616175532341003
"49"	12972	"Female"	14	9.39999961853027	"76"	0.0553952008485794	0.0336727015674114	-0.00524426018819213	-0.0164348594844341	0.0017743828939274	0.00335026695393026	-0.0991347655653954	-0.00157678651157767	-0.0189597047865391	-0.00120583456009626	-0.00434867898002267	-0.00228921929374337	0.0105852130800486
"50"	13117	"Female"	15	7.5	"76"	0.0546175017952919	0.0409999005496502	0.00394219998270273	-0.0163015704602003	0.00155630393419415	-0.000809887947980314	-0.0149159291759133	-0.00160883029457182	0.00403552129864693	0.0125146796926856	0.0734187141060829	0.0406212210655212	-0.00825729127973318
"51"	11875	"Male"	19	5.69999980926514	"76"	0.043435700237751	0.0340085998177528	-0.0613540001213551	-0.016007587313652	0.00153412960935384	-0.00568927545100451	-0.0450787991285324	-0.00171245087403804	-0.0131332594901323	0.0182796325534582	0.0757864564657211	-0.0317442454397678	0.0473904311656952
"52"	12107	"Male"	19	8.19999980926514	"76"	0.0545094013214111	0.0326814018189907	0.0133646996691823	-0.0160400904715061	0.00151538557838649	-0.00280554662458599	-0.0191410165280104	-0.00171256146859378	-0.0196953509002924	-0.0348267816007137	0.114282160997391	0.0496106557548046	-0.0164585541933775
"53"	12546	"Male"	19	6.09999990463257	"76"	0.0539086014032364	0.019370699301362	-0.00228027999401093	-0.0158740803599358	0.00160480116028339	-0.00515084015205503	-0.0130742378532887	-0.00177634891588241	-0.024334043264389	0.0135848103091121	0.0741715580224991	-0.0788429453969002	-0.0116495806723833
"54"	12993	"Male"	19	8.5	"76"	0.0559902004897594	0.0355933010578156	0.0130014000460505	-0.0161028858274221	0.0015130708925426	-0.00279720290564001	-0.0282866861671209	-0.00170004472602159	-0.022536339238286	-0.00398203078657389	0.0634921938180923	0.0150640970095992	0.0160152055323124
"55"	13142	"Male"	19	7.80000019073486	"76"	-0.194030001759529	0.0386503003537655	0.0396067015826702	-0.0161046348512173	0.00133216509129852	-0.0033783339895308	-0.00943321734666824	-0.00172494002617896	-0.0192584879696369	-0.0166361965239048	0.132962062954903	0.0514909066259861	-0.0203026104718447
"56"	15329	"Male"	12	7.59999990463257	"76"	-0.0888056978583336	-0.0339642986655235	-0.036260798573494	-0.0164696983993053	0.00100439554080367	-0.00174645252991468	-0.0453604236245155	-0.0016213160706684	0.0105208437889814	0.00503120664507151	-0.110390245914459	-0.0581142790615559	0.00172825343906879
"57"	15468	"Male"	12	8.80000019073486	"125"	0.053727999329567	0.034297801554203	0.0250534992665052	-0.0164630450308323	0.000969604880083352	0.00120488554239273	-0.00707746762782335	-0.00166834599804133	0.00901404023170471	-0.000578079372644424	-0.0596957840025425	0.0289797279983759	0.0523163937032223
"58"	15655	"Male"	13	7.19999980926514	"125"	0.0557577013969421	0.0251371003687382	0.00873257033526897	-0.0164468586444855	0.000907113600987941	-0.00137656950391829	0.0638958737254143	-0.00164201448205858	-0.00262213498353958	-0.00886906124651432	-0.109270453453064	0.00674343248829246	0.0488752238452435
"59"	16117	"Male"	12	8.30000019073486	"76"	-0.204373002052307	0.0407966002821922	0.0641698986291885	-0.0165248885750771	0.00100885145366192	0.000542532245162874	-0.0693936049938202	-0.00163005781359971	-0.00181684631388634	-0.0173064712435007	-0.0196434091776609	0.0336287133395672	-0.014882106333971
"60"	16428	"Male"	14	5.5	"100"	-0.166039004921913	-0.0228349007666111	0.0916218012571335	-0.0157392993569374	0.0015004682354629	-0.00183504098095	-0.0833409279584885	-0.0018990837270394	0.0330394506454468	0.0688661634922028	-0.0300464648753405	0.0862743332982063	-0.146846741437912
"61"	16483	"Male"	13	8.60000038146973	"125"	0.0572309009730816	0.0278926994651556	0.0218250993639231	-0.0165042281150818	0.000970773457083851	-4.08318956033327e-05	-0.0558299198746681	-0.00164244836196303	0.00774399284273386	0.00957016367465258	0.0295763444155455	0.0295772738754749	-0.0458198636770248
"62"	16488	"Male"	14	8.10000038146973	"125"	0.0547949001193047	0.0468796007335186	0.00633809994906187	-0.0162747986614704	0.00152767461258918	0.00609720265492797	-0.0172957126051188	-0.00168178230524063	-0.00434342306107283	-0.0303774233907461	-0.0290423706173897	-0.0644977390766144	-0.00744559988379478
"63"	16640	"Male"	14	4	"125"	-0.0375183001160622	0.0205566007643938	-0.107093997299671	-0.0164234731346369	0.00103151809889823	0.000729979714378715	0.0538568906486034	-0.00165701447986066	-0.00409486796706915	-0.000887694535776973	-0.00313495169393718	0.0509487316012383	-0.00276959594339132
"64"	16649	"Male"	13	6.09999990463257	"125"	0.0563165992498398	0.0399474017322063	0.0252257008105516	-0.016402542591095	0.000937089149374515	0.00135560613125563	0.0298573579639196	-0.00170137698296458	0.000715520232915878	-0.00401529297232628	0.0422362722456455	0.00928065553307533	0.0143665811046958
"65"	16810	"Male"	17	6.30000019073486	"100"	0.0551768988370895	0.0376011990010738	0.0142729999497533	-0.0157200992107391	0.00154202000703663	-0.00429527414962649	-0.0435951910912991	-0.00189838127698749	-0.00567900994792581	0.00736434757709503	-0.0981393307447433	0.139747157692909	0.0416050925850868
"66"	16826	"Male"	16	2	"100"	0.0545925982296467	0.0434464998543262	0.0240649990737438	-0.0158823169767857	0.00166048179380596	-0.00126610544975847	-0.0667674615979195	-0.00180072768125683	0.005111088976264	0.0184125974774361	-0.0618285797536373	-0.0137035707011819	0.140085980296135
"67"	16859	"Male"	12	6	"76"	-0.225231006741524	0.0409200005233288	0.0126067996025085	-0.0164827480912209	0.00106304895598441	-0.000555848586373031	-0.0253599490970373	-0.00161685945931822	0.0112063121050596	-0.013307779096067	-0.039826113730669	0.0127457296475768	-0.0731123685836792
"68"	16929	"Male"	14	9	"100"	-0.209092006087303	0.0194476004689932	0.0506723001599312	-0.0159226935356855	0.00130157719831914	-0.00239890487864614	-0.109894245862961	-0.00185569329187274	0.00758203910663724	-0.00194668024778366	-0.126290559768677	0.0332312881946564	-0.0265972837805748
"69"	17013	"Male"	13	6	"125"	0.0547425001859665	0.0388086996972561	0.0214499998837709	-0.0161779578775167	0.00159702298697084	0.000242718262597919	0.050207607448101	-0.00165559421293437	0.02784632332623	0.00829153601080179	0.0399617776274681	0.0550699569284916	0.0856797397136688
"70"	17049	"Male"	12	8	"125"	0.0541164986789227	0.03040979988873	0.0282124001532793	-0.0161877628415823	0.00162670749705285	-0.000628043839242309	0.0551610849797726	-0.00162013235967606	0.0134185859933496	0.0156881399452686	-0.0746134594082832	0.0364647470414639	0.0699231252074242
"71"	17053	"Male"	14	2.09999990463257	"100"	0.0556361004710197	0.0409638993442059	0.00177986000198871	-0.0158072505146265	0.0015305201523006	-0.000706965220160782	-0.0688710808753967	-0.00185604172293097	0.0259499009698629	0.0151802860200405	0.00962703209370375	-0.0796154141426086	0.0919041633605957
"72"	17054	"Male"	15	9.10000038146973	"125"	0.0548168011009693	0.0445698015391827	0.00588013976812363	-0.0160997100174427	0.0015604249201715	0.00193959043826908	0.0334746353328228	-0.00172445154748857	0.00334904016926885	0.0485839620232582	-0.00914015993475914	0.00734738260507584	-0.0123943453654647
"73"	17071	"Male"	14	3.90000009536743	"100"	0.0569491982460022	0.0491367988288403	0.0283870995044708	-0.0159047357738018	0.00158234464470297	0.000546815048437566	-0.0765795633196831	-0.00183070614002645	0.0209571104496717	-0.00973707810044289	-0.0549308024346828	0.0386327430605888	0.0621793530881405
"74"	17072	"Male"	15	7	"125"	0.055146899074316	0.0393448993563652	0.0106314001604915	-0.0157724730670452	0.00155605457257479	-0.00112249027006328	0.0660636648535728	-0.00185034470632672	-0.000489708792883903	-0.0167714469134808	-0.0185983311384916	-0.0397851839661598	-0.0500502921640873
"75"	17087	"Male"	13	7.80000019073486	"125"	0.0250698998570442	-0.215389996767044	-0.000283575995126739	-0.0158948600292206	0.00116301164962351	-0.00229693250730634	0.0399307832121849	-0.00185869412962347	-0.00892255734652281	-0.017682708799839	0.00642496207728982	0.00378386117517948	-0.0329960584640503
"76"	17115	"Male"	15	7.5	"125"	0.0559463016688824	0.0384517982602119	0.0238662008196115	-0.0160301867872477	0.000826955190859735	-0.00276503572240472	0.0741961300373077	-0.00183152523823082	-0.0231328010559082	-0.051515344530344	0.0426353439688683	0.084528423845768	-0.0151922088116407
"77"	17162	"Male"	17	9	"76"	-0.183748006820679	0.0390442982316017	0.0568230003118515	-0.015811488032341	0.00158638437278569	-0.00322256586514413	0.000938276236411184	-0.00184103427454829	-0.0226629730314016	-0.0291394367814064	0.0314142890274525	0.0551839657127857	-0.0430793687701225
"78"	17167	"Male"	13	4.30000019073486	"125"	0.0299018993973732	-0.204724997282028	0.017357999458909	-0.0160005204379559	0.000923601735848933	-0.000442197808297351	-0.0311414338648319	-0.00187956891022623	0.00582335516810417	-0.00921389926224947	0.128132447600365	0.0671897605061531	0.067764014005661
"79"	17175	"Male"	15	3.40000009536743	"125"	0.0132026998326182	-0.340166985988617	0.0312229990959167	-0.0158359911292791	0.00156491727102548	0.00179608119651675	0.0272402092814445	-0.001842369325459	-0.0149252377450466	0.00255724671296775	0.0191854704171419	-0.0933467373251915	0.0443867594003677
"80"	17193	"Male"	13	9	"76"	0.00879481993615627	-0.354604005813599	-0.00158200005535036	-0.0162527449429035	0.00161105359438807	-0.00201199250295758	0.0268990080803633	-0.00159812904894352	0.00512908026576042	-0.00381084182299674	0.0702409595251083	0.0821523368358612	-0.0318326726555824
"81"	17264	"Male"	17	8.39999961853027	"76"	0.0544491000473499	0.0370829999446869	0.0149264000356197	-0.0163269191980362	0.00155804958194494	0.00392926624044776	-0.0185488406568766	-0.00163400615565479	-0.00991433300077915	-0.0301839802414179	0.102644793689251	0.0263519678264856	-0.0437238439917564
"82"	17333	"Male"	17	5.59999990463257	"125"	0.054629098623991	0.0335785001516342	-0.0116467997431755	-0.0161656625568867	0.00167123635765165	-0.00111882213968784	0.0534704960882664	-0.00162784429267049	0.00730311125516891	0.0121587244793773	-0.0292928088456392	0.0109512051567435	0.124949514865875
"83"	17369	"Male"	15	7	"125"	0.053854301571846	0.037372000515461	0.0147214997559786	-0.0158174987882376	0.00159030046779662	0.000471557053970173	0.0439596883952618	-0.00185137463267893	-0.0131095992401242	-0.0211688615381718	-0.0229376889765263	-0.0241133291274309	-0.0154217137023807
"84"	17372	"Male"	13	9	"76"	-0.0990549996495247	-0.0322218015789986	-0.600584983825684	-0.0165490340441465	0.000866494432557374	-0.000184850519872271	-0.0374336317181587	-0.00164362671785057	-0.00460303295403719	-0.0148170776665211	0.0443801209330559	0.0527795739471912	-0.0181844532489777
"85"	17475	"Male"	13	5.5	"125"	0.0409511998295784	-0.0916201993823051	0.00889893993735313	-0.0162740722298622	0.000878124730661511	-0.00164760777261108	0.0510966740548611	-0.00176893244497478	-0.000842084700707346	0.0591041371226311	-0.0368903949856758	-0.0442718788981438	0.0123765720054507
"86"	17521	"Male"	12	9	"76"	0.0196550004184246	-0.278385013341904	0.00633885012939572	-0.0165180116891861	0.000894180790055543	-0.00138787284959108	-0.0212050937116146	-0.00164159410633147	-0.00252590957097709	-0.00463770981878042	0.0068605444394052	0.00418075500056148	-0.0309767685830593
"87"	17629	"Male"	15	7.30000019073486	"125"	0.0497779995203018	0.00745663000270724	-0.0216722991317511	-0.0162587445229292	0.00161434942856431	0.00138358166441321	0.0637289583683014	-0.0016387680079788	0.00473165325820446	0.00219736900180578	-0.0390969850122929	0.0591698102653027	0.0652398988604546
"88"	17671	"Male"	16	5.69999980926514	"125"	0.0144640998914838	-0.0719074979424477	0.0452303998172283	-0.0161759424954653	0.00156986305955797	0.00233575236052275	0.0459305122494698	-0.00167189456988126	-0.000268618285190314	0.0048156357370317	0.00913682021200657	0.0281741060316563	0.0784415155649185
"89"	17701	"Male"	13	7.59999990463257	"125"	0.0554789006710052	0.0401488989591599	0.0266836993396282	-0.0159812569618225	0.000908120709937066	-0.00189021648839116	0.0349314473569393	-0.00189547415357083	-0.0298411808907986	-0.0219788961112499	-0.10932245105505	0.0299073569476604	-0.0763799175620079
"90"	17754	"Male"	13	10	"76"	-0.172205001115799	0.0351025015115738	0.0741309002041817	-0.0159937292337418	0.00165943533647805	-0.00172398728318512	0.0893329158425331	-0.00167037290520966	0.0132705103605986	-0.0595565736293793	0.163169428706169	-0.0136954486370087	-0.195088386535645
"91"	17922	"Male"	15	4.30000019073486	"125"	0.0573699995875359	0.0456032007932663	0.0291370991617441	-0.0161919109523296	0.00172241264954209	0.00376007868908346	0.0859692692756653	-0.00167010724544525	-0.00108444842044264	-0.0037826169282198	-0.0658379793167114	-0.0469236262142658	0.0528247021138668
"92"	17932	"Male"	12	4.19999980926514	"76"	0.0545190013945103	0.0391919016838074	-0.00402235984802246	-0.016464177519083	0.00085470249177888	-0.00337833049707115	-0.0240039546042681	-0.0016304092714563	0.007637286093086	-0.00477262400090694	0.0229873992502689	0.0597545802593231	0.0185642577707767
"93"	18055	"Male"	13	6.5	"125"	0.0567968003451824	0.0292499996721745	0.0213599000126123	-0.0162429343909025	0.000932215945795178	-0.00262808613479137	0.0700156688690186	-0.00171032617799938	-0.0115215172991157	-0.0223720334470272	-0.0727654024958611	-0.0331093557178974	0.0181439053267241
"94"	18134	"Male"	16	7.19999980926514	"125"	0.0468940995633602	0.0201235990971327	0.0101058995351195	-0.0160472150892019	0.00165578431915492	-0.00141431565862149	0.122547522187233	-0.00165846827439964	0.00237028999254107	0.0131450276821852	0.00453587714582682	0.00858753081411123	0.0412287339568138
