"genes"	"modules"
"SNORD3B-1"	"M3"
"SNORD3B-2"	"M3"
"SNORD3C"	"M3"
"SNORD3D"	"M3"
"SNORD46"	"M27"
"SNORD53"	"M1"
"SNORD53B"	"M3"
"SNORD55"	"M27"
"SNORD56B"	"M9"
"SNORD59A"	"M27"
"SNORD6"	"M28"
"SNORD60"	"M27"
"SNORD62A"	"M11"
"SNORD62B"	"M11"
"SNORD63"	"M27"
"SNORD63B"	"M27"
"SNORD67"	"M27"
"SNORD68"	"M27"
"SNORD69"	"M27"
"SNORD7"	"M3"
"SNORD70"	"M3"
"SNORD71"	"M27"
"SNORD72"	"M28"
"SNORD73B"	"M4"
"SNORD8"	"M28"
"SNORD82"	"M27"
"SNORD83A"	"M4"
"SNORD88A"	"M3"
"SNORD89"	"M27"
"SNORD9"	"M28"
"SNORD90"	"M3"
"SNORD91B"	"M27"
"SNORD92"	"M1"
"SNORD94"	"M28"
"SNORD95"	"M27"
"SNORD97"	"M28"
"SNORD99"	"M27"
"SNPH"	"M13"
"SNRK-AS1"	"M3"
"SNRNP25"	"M3"
"SNRNP35"	"M2"
"SNRNP40"	"M4"
"SNRNP48"	"M8"
"SNRNP70"	"M10"
"SNRPA"	"M6"
"SNRPB"	"M3"
"SNRPB2"	"M8"
"SNRPC"	"M6"
"SNRPCP13"	"M1"
"SNRPCP16"	"M2"
"SNRPCP9"	"M6"
"SNRPD1"	"M8"
"SNRPD2"	"M4"
"SNRPD3"	"M6"
"SNRPE"	"M7"
"SNRPF"	"M8"
"SNRPG"	"M7"
"SNRPGP14"	"M11"
"SNRPGP17"	"M1"
"SNRPGP3"	"M1"
"SNRPGP9"	"M1"
"SNRPN"	"M1"
"SNTA1"	"M13"
"SNTB1"	"M1"
"SNTG1"	"M23"
"SNTG2"	"M1"
"SNTG2-AS1"	"M1"
"SNTN"	"M3"
"SNU13"	"M13"
"SNURF"	"M11"
"SNW1"	"M1"
"SNX1"	"M1"
"SNX10"	"M1"
"SNX11"	"M3"
"SNX14"	"M12"
"SNX15"	"M3"
"SNX16"	"M12"
"SNX18"	"M12"
"SNX18P12"	"Not.Correlated"
"SNX18P3"	"M4"
"SNX18P4"	"M1"
"SNX18P5"	"M1"
"SNX18P7"	"M1"
"SNX18P8"	"M1"
"SNX18P9"	"M4"
"SNX19P3"	"M2"
"SNX2"	"M2"
"SNX20"	"M3"
"SNX21"	"M15"
"SNX22"	"M13"
"SNX24"	"M3"
"SNX25"	"M11"
"SNX29P1"	"M1"
"SNX3"	"M8"
"SNX30"	"M9"
"SNX31"	"M1"
"SNX32"	"M12"
"SNX33"	"M9"
"SNX5"	"M1"
"SNX5P2"	"M21"
"SNX6"	"M8"
"SNX7"	"M1"
"SNX8"	"M1"
"SOAT1"	"M9"
"SOBP"	"M21"
"SOCS1"	"M3"
"SOCS2"	"M2"
"SOCS2-AS1"	"M1"
"SOCS3"	"M3"
"SOCS4"	"M12"
"SOCS5"	"M16"
"SOCS6"	"M12"
"SOCS7"	"M11"
"SOD1"	"M16"
"SOD2"	"M1"
"SOD2P1"	"M7"
"SOD3"	"M19"
"SOGA1"	"M18"
"SOGA3"	"M1"
"SOHLH2"	"M9"
"SON"	"M2"
"SORBS1"	"M11"
"SORBS2"	"M13"
"SORBS3"	"M1"
"SORCS1"	"M1"
"SORCS2"	"M1"
"SORCS3"	"M1"
"SORD"	"M3"
"SORD2P"	"M2"
"SORL1"	"M1"
"SOS1"	"M13"
"SOS1-IT1"	"M13"
"SOST"	"M1"
"SOSTDC1"	"M23"
"SOWAHA"	"M13"
"SOWAHB"	"M1"
"SOWAHC"	"M12"
"SOX1"	"M1"
"SOX1-OT"	"M22"
"SOX10"	"M1"
"SOX11"	"M1"
"SOX12"	"M10"
"SOX13"	"M1"
"SOX14"	"M1"
"SOX15"	"M6"
"SOX17"	"M3"
"SOX18"	"M5"
"SOX2"	"M9"
"SOX2-OT"	"M1"
"SOX21"	"M9"
"SOX21-AS1"	"M21"
"SOX30"	"M1"
"SOX4"	"M1"
"SOX5"	"M1"
"SOX6"	"M13"
"SOX7"	"M1"
"SOX8"	"M13"
"SOX9"	"M1"
"SOX9-AS1"	"M1"
"SP1"	"M6"
"SP100"	"M3"
"SP110"	"M9"
"SP140"	"M3"
"SP140L"	"M3"
"SP2"	"M10"
"SP2-AS1"	"M21"
"SP2-DT"	"M2"
"SP3"	"M8"
"SP4"	"M8"
"SP5"	"M1"
"SP6"	"M19"
"SP8"	"M1"
"SP9"	"M1"
"SPA17"	"M1"
"SPACA3"	"M6"
"SPACA6"	"M10"
"SPACA6P-AS"	"M6"
"SPACA7"	"M12"
"SPACA9"	"M15"
"SPAG1"	"M1"
"SPAG11A"	"M6"
"SPAG11B"	"M6"
"SPAG16"	"M12"
"SPAG16-DT"	"M3"
"SPAG17"	"M33"
"SPAG4"	"M9"
"SPAG5"	"M9"
"SPAG5-AS1"	"M2"
"SPAG6"	"M33"
"SPAG8"	"M1"
"SPARC"	"M3"
"SPARCL1"	"M1"
"SPART"	"M2"
"SPART-AS1"	"M4"
"SPAST"	"M8"
"SPATA1"	"M1"
"SPATA13"	"M9"
"SPATA17"	"M1"
"SPATA18"	"M1"
"SPATA20"	"M15"
"SPATA21"	"M2"
"SPATA22"	"M1"
"SPATA25"	"M3"
"SPATA2L"	"M13"
"SPATA2P1"	"M6"
"SPATA3-AS1"	"M1"
"SPATA31A7"	"M2"
"SPATA31C1"	"M2"
"SPATA33"	"M22"
"SPATA4"	"M5"
"SPATA41"	"M1"
"SPATA5"	"M9"
"SPATA6"	"M1"
"SPATA6L"	"M9"
"SPATA9"	"M1"
"SPATC1L"	"M6"
"SPATS2"	"M2"
"SPATS2L"	"M23"
"SPC24"	"M9"
"SPC25"	"M9"
"SPCS1"	"M3"
"SPCS3"	"M7"
"SPDL1"	"M2"
"SPDYA"	"M1"
"SPDYE10P"	"M2"
"SPDYE16"	"M2"
"SPDYE2"	"M2"
"SPDYE5"	"M8"
"SPDYE9"	"M19"
"SPECC1"	"M1"
"SPECC1-DT"	"M1"
"SPECC1L"	"M2"
"SPECC1L-ADORA2A"	"M3"
"SPEF1"	"M1"
"SPEF2"	"M1"
"SPEG"	"M10"
"SPEN"	"M1"
"SPESP1"	"M1"
"SPHK1"	"M1"
"SPHK2"	"M18"
"SPHKAP"	"M21"
"SPI1"	"M30"
"SPIB"	"M2"
"SPICE1"	"M9"
"SPINDOC"	"M5"
"SPINK1"	"M4"
"SPINK5"	"M1"
"SPINK8"	"M10"
"SPINK9"	"M3"
"SPINT1"	"M19"
"SPINT1-AS1"	"M1"
"SPINT2"	"M13"
"SPIRE1"	"M1"
"SPN"	"M24"
"SPNS1"	"M5"
"SPNS2"	"M13"
"SPOCD1"	"M3"
"SPOCK1"	"M9"
"SPOCK2"	"M1"
"SPOCK3"	"M1"
"SPON1"	"M1"
"SPON1-AS1"	"M1"
"SPON2"	"M5"
"SPOPL"	"M7"
"SPOUT1"	"M13"
"SPP1"	"M30"
"SPP2"	"M3"
"SPPL2A"	"M7"
"SPPL2B"	"M5"
"SPPL2C"	"M21"
"SPR"	"M1"
"SPRED1"	"M7"
"SPRED2"	"M1"
"SPRED3"	"M25"
"SPRING1"	"M13"
"SPRN"	"M15"
"SPRY1"	"M1"
"SPRY2"	"M1"
"SPRY4"	"M9"
"SPRY4-AS1"	"M1"
"SPRYD3"	"M13"
"SPRYD7"	"M17"
"SPSB1"	"M1"
"SPSB2"	"M3"
"SPSB3"	"M5"
"SPSB4"	"M23"
"SPTA1"	"M20"
"SPTAN1"	"M10"
"SPTB"	"M1"
"SPTBN1"	"M22"
"SPTBN2"	"M6"
"SPTBN4"	"M1"
"SPTBN5"	"M1"
"SPTLC1P1"	"M2"
"SPTLC2"	"M2"
"SPTLC3"	"M3"
"SPTSSA"	"M12"
"SPTSSB"	"M1"
"SPTY2D1"	"M2"
"SPTY2D1OS"	"M2"
"SPX"	"M1"
"SQLE"	"M7"
"SQOR"	"M26"
"SQSTM1"	"M5"
"SRBD1"	"M8"
"SRC"	"M10"
"SRCAP"	"M18"
"SRCIN1"	"M15"
"SRD5A1"	"M16"
"SRD5A2"	"M1"
"SRD5A3"	"M2"
"SREBF1"	"M1"
"SREBF2"	"M18"
"SREBF2-AS1"	"M1"
"SREK1"	"M2"
"SREK1IP1"	"M8"
"SRF"	"M1"
"SRGAP1"	"M8"
"SRGAP2"	"M11"
"SRGAP2B"	"M2"
"SRGAP2C"	"M2"
"SRGAP2D"	"M6"
"SRGN"	"M30"
"SRGNP1"	"M1"
"SRI"	"M2"
"SRI-AS1"	"M1"
"SRL"	"M1"
"SRM"	"M1"
"SRP14"	"M2"
"SRP14P3"	"M10"
"SRP19"	"M2"
"SRP68"	"M10"
"SRP72"	"M11"
"SRP9"	"M12"
"SRP9P1"	"M3"
"SRPK1"	"M11"
"SRPRB"	"M7"
"SRR"	"M6"
"SRRD"	"M3"
"SRRM1"	"M10"
"SRRM2"	"M10"
"SRRM3"	"M1"
"SRRM4"	"M16"
"SRRM5"	"M10"
"SRRT"	"M11"
"SRSF1"	"M8"
"SRSF10"	"M8"
"SRSF11"	"M2"
"SRSF12"	"M5"
"SRSF2"	"M4"
"SRSF3"	"M7"
"SRSF4"	"M2"
"SRSF7"	"M8"
"SRSF8"	"M16"
"SRSF9"	"M4"
"SRXN1"	"M1"
"SS18L2"	"M7"
"SSB"	"M2"
"SSBP2"	"M1"
"SSBP3"	"M11"
"SSBP3-AS1"	"M1"
"SSBP4"	"M5"
"SSC4D"	"M3"
"SSC5D"	"M8"
"SSH2"	"M13"
"SSH3"	"M13"
"SSNA1"	"M5"
"SSPN"	"M1"
"SSPOP"	"M2"
"SSR2"	"M4"
"SSR3"	"M7"
"SSR4P1"	"M3"
"SSRP1"	"M6"
"SST"	"M1"
"SSTR1"	"M1"
"SSTR2"	"M1"
"SSTR3"	"M1"
"SSTR5-AS1"	"M1"
"SSU72"	"M6"
"SSUH2"	"M2"
"SSX2IP"	"M1"
"ST13"	"M2"
"ST13P11"	"M13"
"ST13P15"	"M1"
"ST13P20"	"M1"
"ST13P6"	"M12"
"ST14"	"M19"
"ST18"	"M9"
"ST20-AS1"	"M2"
"ST20-MTHFS"	"M5"
"ST3GAL1"	"M1"
"ST3GAL1-DT"	"M1"
"ST3GAL2"	"M18"
"ST3GAL4"	"M5"
"ST3GAL5"	"M1"
"ST3GAL5-AS1"	"M1"
"ST3GAL6"	"M1"
"ST3GAL6-AS1"	"M1"
"ST6GAL1"	"M1"
"ST6GAL2"	"M2"
"ST6GAL2-IT1"	"M6"
"ST6GALNAC1"	"M1"
"ST6GALNAC2"	"M3"
"ST6GALNAC3"	"M7"
"ST6GALNAC4"	"M5"
"ST6GALNAC4P1"	"M10"
"ST6GALNAC5"	"M1"
"ST6GALNAC6"	"M14"
"ST7-AS1"	"M3"
"ST7-AS2"	"M11"
"ST7-OT4"	"M9"
"ST8SIA1"	"M1"
"ST8SIA2"	"M18"
"ST8SIA3"	"M1"
"ST8SIA4"	"M1"
"ST8SIA5"	"M9"
"ST8SIA5-DT"	"M1"
"ST8SIA6"	"M1"
"ST8SIA6-AS1"	"M3"
"STAB1"	"M3"
"STAB2"	"M20"
"STAC"	"M1"
"STAC2"	"M2"
"STAC3"	"M1"
"STAG1"	"M1"
"STAG1-DT"	"M2"
"STAG3"	"M7"
"STAG3L1"	"M10"
"STAG3L2"	"M2"
"STAG3L5P"	"M8"
"STAG3L5P-PVRIG2P-PILRB"	"M7"
"STAM2"	"M8"
"STAMBPL1"	"M1"
"STAP2"	"M2"
"STAR"	"M1"
"STARD10"	"M5"
"STARD13"	"M1"
"STARD13-AS"	"M6"
"STARD13-IT1"	"M1"
"STARD3"	"M5"
"STARD3NL"	"M16"
"STARD4"	"M3"
"STARD4-AS1"	"M3"
"STARD5"	"M1"
"STARD6"	"M3"
"STARD7-AS1"	"M2"
"STARD9"	"M1"
"STAT1"	"M2"
"STAT4"	"M1"
"STAT5A"	"M1"
"STAT6"	"M2"
"STAU1"	"M2"
"STAU2"	"M17"
"STAU2-AS1"	"M2"
"STBD1"	"M11"
"STC1"	"M21"
"STC2"	"M1"
"STEAP1"	"M1"
"STEAP1B"	"M1"
"STEAP2"	"M1"
"STEAP3"	"M1"
"STEAP4"	"M3"
"STH"	"M8"
"STIL"	"M1"
"STIM1"	"M3"
"STIM2"	"M2"
"STIMATE"	"M12"
"STIMATE-MUSTN1"	"M2"
"STING1"	"M15"
"STIP1"	"M2"
"STK10"	"M12"
"STK11"	"M5"
"STK11IP"	"M2"
"STK16"	"M4"
"STK17A"	"M9"
"STK17B"	"M9"
"STK24"	"M8"
"STK25"	"M6"
"STK3"	"M22"
"STK31"	"M6"
"STK32A"	"M1"
"STK32A-AS1"	"M1"
"STK32B"	"M9"
"STK32C"	"M13"
"STK33"	"M1"
"STK35"	"M5"
"STK4-AS1"	"M6"
"STK40"	"M3"
"STMN1"	"M8"
"STMN1P1"	"M3"
"STMN2"	"M17"
"STMN3"	"M15"
"STMN4"	"M15"
"STMND1"	"M1"
"STN1"	"M1"
"STOM"	"M9"
"STOML1"	"M3"
"STOML2"	"M3"
"STOML3"	"M1"
"STON1"	"M9"
"STON1-GTF2A1L"	"M2"
"STON2"	"M1"
"STOX1"	"M9"
"STOX2"	"M22"
"STPG1"	"M1"
"STPG2"	"M16"
"STPG4"	"M4"
"STRA6"	"M2"
"STRA6LP"	"M11"
"STRADB"	"M16"
"STRC"	"M8"
"STRCP1"	"M8"
"STRIP1"	"M3"
"STRIP2"	"M1"
"STRIT1"	"M14"
"STRN"	"M2"
"STRN4"	"M5"
"STT3B"	"M7"
"STUB1"	"M14"
"STUM"	"M8"
"STX10"	"M5"
"STX11"	"M1"
"STX16"	"M3"
"STX16-NPEPL1"	"M2"
"STX17-AS1"	"M22"
"STX18-AS1"	"M1"
"STX18-IT1"	"M3"
"STX1A"	"M15"
"STX1B"	"M22"
"STX3"	"M21"
"STX5"	"M1"
"STX6"	"M1"
"STX7"	"M12"
"STXBP1"	"M7"
"STXBP2"	"M2"
"STXBP3"	"M10"
"STXBP4"	"M1"
"STXBP5"	"M21"
"STXBP5-AS1"	"M1"
"STXBP5L"	"M1"
"STXBP6"	"M1"
"STYK1"	"M1"
"STYX"	"M2"
"STYXL1"	"M3"
"STYXL2"	"M19"
"SUB1"	"M2"
"SUCLA2"	"M16"
"SUCLA2-AS1"	"M1"
"SUCLG2"	"M9"
"SUCLG2P4"	"M3"
"SUCNR1"	"M1"
"SUCO"	"M12"
"SUDS3P1"	"M3"
"SUFU"	"M18"
"SUGCT"	"M1"
"SUGCT-AS1"	"M3"
"SUGP1"	"M10"
"SUGT1-DT"	"M10"
"SUGT1P1"	"M10"
"SUGT1P2"	"M3"
"SUGT1P3"	"M6"
"SUGT1P4-STRA6LP"	"M11"
"SUGT1P4-STRA6LP-CCDC180"	"M1"
"SULF1"	"M1"
"SULF2"	"M1"
"SULT1A1"	"M1"
"SULT1A2"	"M5"
"SULT1A3"	"M8"
"SULT1A4"	"M10"
"SULT1B1"	"M6"
"SULT1C2"	"M1"
"SULT1C2P1"	"M6"
"SULT1C4"	"M9"
"SULT1E1"	"M20"
"SULT2A1"	"M1"
"SULT2B1"	"M2"
"SULT4A1"	"M5"
"SUMO1"	"M2"
"SUMO2"	"M8"
"SUMO2P1"	"M3"
"SUMO2P17"	"M2"
"SUMO3"	"M15"
"SUMO4"	"M13"
"SUN2"	"M11"
"SUN3"	"M1"
"SUOX"	"M7"
"SUPT3H"	"M1"
"SUPT4H1"	"M4"
"SUPT5H"	"M6"
"SURF1"	"M3"
"SURF2"	"M6"
"SURF4"	"M3"
"SUSD1"	"M3"
"SUSD2"	"M1"
"SUSD4"	"M1"
"SUSD5"	"M1"
"SUSD6"	"M2"
"SUV39H2"	"M11"
"SUV39H2-DT"	"M3"
"SUZ12"	"M9"
"SV2A"	"M13"
"SV2B"	"M23"
"SV2C"	"M1"
"SVBP"	"M8"
"SVEP1"	"M1"
"SVIL"	"M23"
"SVIL2P"	"M17"
"SVIP"	"M1"
"SVOP"	"M11"
"SVOPL"	"M1"
"SWI5"	"M4"
"SWT1"	"M8"
"SYBU"	"M21"
"SYCE1"	"M1"
"SYCE1L"	"M13"
"SYCE2"	"M11"
"SYCP1"	"M22"
"SYCP2"	"M1"
"SYCP2L"	"M5"
"SYCP3"	"M14"
"SYDE1"	"M9"
"SYDE2"	"M1"
"SYF2"	"M8"
"SYK"	"M26"
"SYMPK"	"M10"
"SYN2"	"M1"
"SYN3"	"M1"
"SYNC"	"M25"
"SYNCRIP"	"M2"
"SYNDIG1"	"M23"
"SYNDIG1L"	"M1"
"SYNE1"	"M23"
"SYNE2"	"M9"
"SYNE3"	"M1"
"SYNE4"	"M1"
"SYNGAP1"	"M10"
"SYNGR1"	"M13"
"SYNGR2"	"M15"
"SYNGR3"	"M13"
"SYNJ1"	"M23"
"SYNJ2"	"M32"
"SYNJ2BP-COX16"	"M3"
"SYNM"	"M1"
"SYNPO"	"M22"
"SYNPO2"	"M1"
"SYNPO2L"	"M2"
"SYNPO2L-AS1"	"M7"
"SYNPR"	"M23"
"SYPL1"	"M1"
"SYPL1P2"	"M1"
"SYPL2"	"M2"
"SYS1-DBNDD2"	"M15"
"SYT10"	"M1"
"SYT11"	"M4"
"SYT12"	"M1"
"SYT13"	"M13"
"SYT14"	"M2"
"SYT15"	"M2"
"SYT16"	"M16"
"SYT17"	"M1"
"SYT2"	"M1"
"SYT3"	"M13"
"SYT4"	"M23"
"SYT5"	"M13"
"SYT6"	"M1"
"SYT7"	"M25"
"SYT8"	"M2"
"SYT9"	"M1"
"SYTL1"	"M2"
"SYTL2"	"M1"
"SYTL3"	"M3"
"SYVN1"	"M10"
"SZRD1"	"M18"
"SZT2"	"M3"
"SZT2-AS1"	"M5"
"TAB1"	"M5"
"TAB2"	"M11"
"TAC1"	"M1"
"TAC3"	"M1"
"TAC4"	"M6"
"TACC1"	"M1"
"TACC2"	"M7"
"TACC3"	"M9"
"TACO1"	"M13"
"TACR1"	"M1"
"TACR2"	"M4"
"TACR3"	"M1"
"TACSTD2"	"M26"
"TADA1"	"M12"
"TADA2B"	"M29"
"TADA3"	"M6"
"TAF10"	"M6"
"TAF11"	"M7"
"TAF13"	"M7"
"TAF15"	"M10"
"TAF1A-AS1"	"M16"
"TAF1C"	"M5"
"TAF1D"	"M8"
"TAF1L"	"M1"
"TAF3"	"M2"
"TAF4"	"M18"
"TAF4B"	"M32"
"TAF5"	"M8"
"TAF6"	"M11"
"TAF6L"	"M3"
"TAF7"	"M8"
"TAF9"	"M8"
"TAF9P3"	"M2"
"TAFA1"	"M21"
"TAFA2"	"M1"
"TAFA4"	"M1"
"TAFA5"	"M13"
"TAGAP"	"M30"
"TAGAP-AS1"	"M4"
"TAGLN"	"M26"
"TAGLN2"	"M1"
"TAGLN3"	"M4"
"TAL1"	"M1"
"TAL2"	"M1"
"TALDO1"	"M6"
"TAMALIN"	"M2"
"TANC1"	"M1"
"TANC2"	"M1"
"TANGO2"	"M1"
"TANGO6"	"M2"
"TANK"	"M1"
"TAOK1"	"M2"
"TAOK2"	"M13"
"TAOK3"	"M3"
"TAP1"	"M3"
"TAP2"	"M1"
"TAPBP"	"M10"
"TAPBPL"	"M1"
"TAPT1"	"M10"
"TAPT1-AS1"	"M1"
"TARBP1"	"M1"
"TARBP2"	"M5"
"TARDBP"	"M11"
"TARID"	"M5"
"TARM1"	"M1"
"TARS1"	"M2"
"TAS1R3"	"M5"
"TAS2R10"	"M15"
"TAS2R13"	"M29"
"TAS2R14"	"M15"
"TAS2R15P"	"M22"
"TAS2R19"	"M7"
"TAS2R20"	"M22"
"TAS2R3"	"M6"
"TAS2R30"	"M13"
"TAS2R31"	"M1"
"TAS2R4"	"M14"
"TAS2R43"	"M25"
"TAS2R46"	"M22"
"TAS2R5"	"M1"
"TAS2R50"	"M22"
"TAS2R63P"	"M1"
"TAS2R64P"	"M25"
"TAS2R6P"	"M1"
"TAS2R7"	"M1"
"TAS2R8"	"M11"
"TAS2R9"	"M1"
"TASOR"	"M12"
"TASOR2"	"M3"
"TAT"	"M20"
"TATDN1"	"M1"
"TATDN2"	"M3"
"TATDN2P3"	"M21"
"TAX1BP1"	"M17"
"TAX1BP1-AS1"	"M1"
"TAX1BP3"	"M4"
"TBC1D1"	"M1"
"TBC1D10A"	"M5"
"TBC1D10B"	"M5"
"TBC1D12"	"M16"
"TBC1D13"	"M1"
"TBC1D14"	"M4"
"TBC1D15"	"M13"
"TBC1D16"	"M5"
"TBC1D17"	"M18"
"TBC1D19"	"M12"
"TBC1D2"	"M1"
"TBC1D23"	"M8"
"TBC1D24"	"M13"
"TBC1D26"	"M1"
"TBC1D26-AS1"	"M1"
"TBC1D27P"	"M2"
"TBC1D28"	"M1"
"TBC1D29P"	"M2"
"TBC1D3"	"Not.Correlated"
"TBC1D30"	"M21"
"TBC1D31"	"M11"
"TBC1D32"	"M3"
"TBC1D3B"	"M2"
"TBC1D3C"	"M1"
"TBC1D3D"	"M3"
"TBC1D3E"	"M1"
"TBC1D3F"	"M2"
"TBC1D3H"	"M20"
"TBC1D3I"	"M2"
"TBC1D3K"	"M5"
"TBC1D3L"	"M1"
"TBC1D3P5"	"M12"
"TBC1D4"	"M9"
"TBC1D8"	"M3"
"TBC1D9"	"M1"
"TBC1D9B"	"M18"
"TBCA"	"M8"
"TBCAP3"	"M22"
"TBCB"	"M14"
"TBCC"	"M4"
"TBCCD1"	"M7"
"TBCD"	"M5"
"TBCEL"	"M7"
"TBCK"	"M7"
"TBILA"	"M1"
"TBK1"	"M2"
"TBKBP1"	"M13"
"TBL1XR1"	"M8"
"TBL3"	"M5"
"TBP"	"M11"
"TBPL1"	"M7"
"TBR1"	"M1"
"TBRG4"	"M4"
"TBX1"	"M16"
"TBX15"	"M1"
"TBX18"	"M1"
"TBX18-AS1"	"M7"
"TBX2"	"M1"
"TBX20"	"M31"
"TBX21"	"M1"
"TBX3"	"M19"
"TBX4"	"M19"
"TBX5"	"M19"
"TBX5-AS1"	"M19"
"TBX6"	"M17"
"TBXA2R"	"M2"
"TBXAS1"	"M8"
"TC2N"	"M1"
"TCAF1P1"	"M3"
"TCAF2"	"M4"
"TCAM1P"	"M1"
"TCAP"	"M5"
"TCEA1"	"M12"
"TCEA1P2"	"M3"
"TCEA1P3"	"M10"
"TCEA2"	"M5"
"TCEA3"	"M1"
"TCERG1"	"M2"
"TCERG1L"	"M1"
"TCF12"	"M1"
"TCF15"	"M4"
"TCF19"	"M4"
"TCF20"	"M6"
"TCF21"	"M19"
"TCF23"	"M24"
"TCF24"	"M1"
"TCF25"	"M10"
"TCF3"	"M1"
"TCF3P1"	"M8"
"TCF4"	"M1"
"TCF7"	"M7"
"TCF7L1"	"M12"
"TCF7L1-IT1"	"M1"
"TCF7L2"	"M1"
"TCHH"	"M3"
"TCHP"	"M3"
"TCIM"	"M1"
"TCIRG1"	"M2"
"TCL1A"	"M17"
"TCL6"	"M3"
"TCN2"	"M1"
"TCOF1"	"M6"
"TCP1"	"M8"
"TCP10L"	"M25"
"TCP10L3"	"M2"
"TCP11"	"M1"
"TCTA"	"M5"
"TCTE1"	"M7"
"TDG"	"M8"
"TDGF1"	"M1"
"TDH"	"M1"
"TDO2"	"M20"
"TDRD1"	"M1"
"TDRD10"	"M1"
"TDRD12"	"M1"
"TDRD3"	"M8"
"TDRD5"	"M1"
"TDRD6"	"M1"
"TDRD7"	"M21"
"TDRD9"	"M2"
"TDRP"	"M1"
"TEAD1"	"M9"
"TEAD2"	"M9"
"TEAD3"	"M9"
"TEAD4"	"M9"
"TEC"	"M21"
"TECPR1"	"M5"
"TECPR2"	"M2"
"TECR"	"M6"
"TECRL"	"M3"
"TECTA"	"M8"
"TECTB"	"M1"
"TEDC1"	"M5"
"TEDC2"	"M5"
"TEDDM1"	"M2"
"TEF"	"M1"
"TEK"	"M1"
"TEKT1"	"M33"
"TEKT2"	"M6"
"TEKT3"	"M11"
"TEKT4"	"M33"
"TEKT4P2"	"M17"
"TEKT5"	"M2"
"TELO2"	"M5"
"TEN1"	"M3"
"TEN1-CDK3"	"M5"
"TENM2"	"M1"
"TENM3"	"M1"
"TENM3-AS1"	"M1"
"TENM4"	"M1"
"TENT2"	"M13"
"TENT4A"	"M17"
"TENT4B"	"M2"
"TENT5A"	"M1"
"TENT5C"	"M20"
"TEP1"	"M2"
"TEPP"	"M1"
"TEPSIN"	"M5"
"TERB1"	"M2"
"TERB2"	"M2"
"TERC"	"M3"
"TERF1"	"M2"
"TERF1P5"	"M15"
"TERF2"	"M10"
"TERF2IP"	"M29"
"TES"	"M1"
"TESC"	"M1"
"TESK1"	"M22"
"TESK2"	"M1"
"TESMIN"	"M1"
"TESPA1"	"M3"
"TET1"	"M2"
"TET2"	"M3"
"TET2-AS1"	"M1"
"TET3"	"M18"
"TEX10"	"M8"
"TEX12"	"M10"
"TEX14"	"M2"
"TEX15"	"M3"
"TEX21P"	"M3"
"TEX22"	"M3"
"TEX26"	"M2"
"TEX26-AS1"	"M6"
"TEX261"	"M3"
"TEX264"	"M29"
"TEX29"	"M1"
"TEX30"	"M7"
"TEX35"	"M15"
"TEX36-AS1"	"M7"
"TEX41"	"M6"
"TEX45"	"M1"
"TEX9"	"M5"
"TF"	"M20"
"TFAM"	"M12"
"TFAMP1"	"M1"
"TFAP2A"	"M32"
"TFAP2A-AS1"	"M1"
"TFAP2B"	"M1"
"TFAP2C"	"M9"
"TFAP2D"	"M1"
"TFAP2E"	"M1"
"TFAP2E-AS1"	"M1"
"TFAP4"	"M6"
"TFB2M"	"M7"
"TFCP2L1"	"M19"
"TFDP2"	"M1"
"TFEB"	"M5"
"TFEC"	"M30"
"TFIP11-DT"	"M1"
"TFPI"	"M4"
"TFPI2"	"M19"
"TFPI2-DT"	"M3"
"TFPT"	"M6"
"TFR2"	"M1"
"TFRC"	"M20"
"TG"	"M1"
"TGDS"	"M18"
"TGFA"	"M23"
"TGFB1"	"M10"
"TGFB1I1"	"M1"
"TGFB2"	"M23"
"TGFB2-OT1"	"M1"
"TGFB3"	"M11"
"TGFBI"	"M19"
"TGFBR1"	"M25"
"TGFBR2"	"M26"
"TGFBR3"	"M19"
"TGIF1"	"M9"
"TGIF2"	"M11"
"TGIF2-RAB5IF"	"M9"
"TGIF2P1"	"M12"
"TGM1"	"M8"
"TGM2"	"M26"
"TGM3"	"M1"
"TGOLN2"	"M10"
"TGS1"	"M8"
"TH"	"M1"
"THAP1"	"M2"
"THAP10"	"M2"
"THAP11"	"M3"
"THAP12"	"M8"
"THAP12P2"	"M4"
"THAP12P7"	"M21"
"THAP12P8"	"M1"
"THAP12P9"	"M3"
"THAP2"	"M7"
"THAP3"	"M14"
"THAP4"	"M14"
"THAP5"	"M2"
"THAP5P1"	"M17"
"THAP7"	"M14"
"THAP7-AS1"	"M5"
"THAP8"	"M29"
"THAP9"	"M9"
"THAP9-AS1"	"M8"
"THBD"	"M1"
"THBS1"	"M1"
"THBS1-IT1"	"M1"
"THBS2"	"M1"
"THBS3"	"M13"
"THBS3-AS1"	"M7"
"THBS4"	"M1"
"THBS4-AS1"	"M1"
"THEGL"	"M1"
"THEM4"	"M1"
"THEM6"	"M5"
"THEMIS"	"M1"
"THEMIS2"	"M6"
"THG1L"	"M8"
"THNSL1"	"M12"
"THNSL2"	"M1"
"THOC1-DT"	"M1"
"THOC3"	"M1"
"THOC3-AS1"	"M3"
"THOC6"	"M4"
"THOC7"	"M2"
"THOP1"	"M5"
"THPO"	"M1"
"THRA"	"M6"
"THRAP3"	"M2"
"THRAP3P3"	"M3"
"THRB"	"M21"
"THRB-IT1"	"M3"
"THRIL"	"M24"
"THSD1"	"M3"
